,id,date,price,bedrooms,bathrooms,sqft_lot,floors,waterfront,yr_built,zipcode,lat,long,age
23,8091400200,2014-05-16,252700.0,2,1,9643,1,0,1985,98030,47.3533,-122.166,29
24,3814700200,2014-11-20,329000.0,3,2,6500,2,0,1985,98030,47.3739,-122.172,29
25,1202000200,2014-11-03,233000.0,3,2,4697,1,0,1941,98002,47.3048,-122.218,73
26,1794500383,2014-06-26,937000.0,3,1,2691,2,0,1915,98119,47.6386,-122.36,99
27,3303700376,2014-12-01,667000.0,3,1,1581,1,0,1909,98112,47.6221,-122.314,105
28,5101402488,2014-06-24,438000.0,3,1,6380,1,0,1948,98115,47.695,-122.304,66
29,1873100390,2015-03-02,719000.0,4,2,7173,2,0,2005,98052,47.7073,-122.11,10
30,8562750320,2014-11-10,580500.0,3,2,3980,2,0,2003,98027,47.5391,-122.07,11
31,2426039314,2014-12-01,280000.0,2,1,1265,3,0,2005,98133,47.7274,-122.357,9
32,461000390,2014-06-24,687500.0,4,1,5000,1,0,1929,98117,47.6823,-122.368,85
33,7589200193,2014-11-10,535000.0,3,1,3000,1,0,1929,98117,47.6889,-122.375,85
34,7955080270,2014-12-03,322500.0,4,2,6659,1,0,1981,98058,47.4276,-122.157,33
35,9547205180,2014-06-13,696000.0,3,2,3060,1,0,1930,98115,47.6827,-122.31,84
36,9435300030,2014-05-28,550000.0,4,1,34848,1,0,1933,98052,47.6621,-122.132,81
37,2768000400,2014-12-30,640000.0,4,2,6000,2,0,1904,98107,47.6702,-122.362,110
38,7895500070,2015-02-13,240000.0,4,1,8075,1,0,1969,98001,47.3341,-122.282,46
39,2078500320,2014-06-20,605000.0,4,2,7553,2,0,1996,98056,47.5301,-122.18,18
40,5547700270,2014-07-15,625000.0,4,2,5520,2,0,2000,98074,47.6145,-122.027,14
41,7766200013,2014-08-11,775000.0,4,2,24186,1,0,1984,98166,47.445,-122.347,30
42,7203220400,2014-07-07,861990.0,5,2,5639,2,0,2014,98053,47.6848,-122.016,0
43,9270200160,2014-10-28,685000.0,3,1,2280,2,0,1922,98119,47.6413,-122.364,92
44,1432701230,2014-07-29,309000.0,3,1,9656,1,0,1959,98058,47.4485,-122.175,55
45,8035350320,2014-07-18,488000.0,3,2,13603,2,0,2003,98019,47.7443,-121.977,11
46,8945200830,2015-03-25,210490.0,3,1,8528,1,0,1966,98023,47.3066,-122.371,49
47,4178300310,2014-07-16,785000.0,4,2,13416,2,0,1981,98007,47.6194,-122.151,33
48,9215400105,2015-04-28,450000.0,3,1,5963,1,0,1953,98115,47.6796,-122.301,62
49,822039084,2015-03-11,1350000.0,3,2,65005,1,1,1953,98070,47.4041,-122.451,62
50,5245600105,2014-09-16,228000.0,3,1,9199,1,0,1955,98148,47.4258,-122.322,59
51,7231300125,2015-02-17,345000.0,5,2,9134,1,0,1966,98056,47.4934,-122.189,49
52,7518505990,2014-12-31,600000.0,3,1,4080,1,0,1950,98117,47.6808,-122.384,64
53,3626039271,2015-02-05,585000.0,2,1,8550,1,0,1981,98117,47.6989,-122.369,34
54,4217401195,2015-03-03,920000.0,5,2,6000,1,0,1927,98105,47.6571,-122.281,88
55,9822700295,2014-05-12,885000.0,4,2,5000,2,0,1995,98105,47.6597,-122.29,19
56,9478500640,2014-08-19,292500.0,4,2,4495,2,0,2008,98042,47.3663,-122.114,6
57,2799800710,2015-04-07,301000.0,3,2,4750,2,0,2003,98042,47.3663,-122.122,12
58,7922800400,2014-08-27,951000.0,5,3,14342,2,0,1968,98008,47.588,-122.116,46
59,8079040320,2015-02-23,430000.0,4,3,9976,2,0,1991,98059,47.5059,-122.149,24
60,1516000055,2014-12-10,650000.0,3,2,21235,1,0,1959,98166,47.4336,-122.339,55
61,9558200045,2014-08-28,289000.0,3,1,8400,1,0,1954,98148,47.4366,-122.335,60
62,5072410070,2014-10-21,505000.0,3,1,8690,2,0,1973,98166,47.4428,-122.344,41
63,9528102996,2014-12-07,549000.0,3,1,1044,3,0,2014,98115,47.6765,-122.32,0
64,1189001180,2014-06-03,425000.0,3,2,6000,1,0,1979,98122,47.6113,-122.297,35
65,3253500160,2014-11-20,317625.0,3,2,3809,1,0,1925,98144,47.5747,-122.304,89
66,3394100030,2014-09-09,975000.0,4,2,11049,2,0,1989,98004,47.5815,-122.192,25
67,3717000160,2014-10-09,287000.0,4,2,4648,2,0,2005,98001,47.3378,-122.257,9
68,1274500060,2014-08-25,204000.0,3,1,12070,1,0,1968,98042,47.3621,-122.11,46
69,1802000060,2014-06-12,1325000.0,5,2,20158,1,0,1965,98004,47.6303,-122.215,49
70,1525059190,2014-09-12,1040000.0,5,3,50094,1,0,1973,98005,47.6525,-122.16,41
71,1049000060,2015-01-05,325000.0,3,2,5612,1,0,1972,98034,47.7362,-122.179,43
72,8820901275,2014-06-10,571000.0,4,2,7807,1,0,1916,98125,47.7168,-122.287,98
73,5416510140,2014-07-10,360000.0,4,2,5000,2,0,2005,98038,47.3608,-122.036,9
74,3444100400,2015-03-16,349000.0,3,1,50529,1,0,1965,98042,47.3511,-122.073,50
75,3276920270,2014-11-05,832500.0,4,4,35102,2,0,1986,98075,47.5822,-121.987,28
76,4036801170,2014-10-13,380000.0,4,1,7300,1,0,1956,98008,47.6034,-122.125,58
77,2391600320,2015-04-20,480000.0,3,1,5060,1,0,1941,98116,47.5636,-122.394,74
78,6300000287,2014-06-09,410000.0,3,1,5060,1,0,1956,98133,47.7073,-122.34,58
79,1531000030,2015-03-23,720000.0,4,2,39683,2,0,2002,98010,47.342,-122.025,13
80,5104520400,2014-12-02,390000.0,3,2,5100,2,0,2003,98038,47.3512,-122.008,11
81,7437100340,2014-12-22,360000.0,4,2,5889,2,0,1992,98038,47.349,-122.031,22
82,9418400240,2014-10-28,355000.0,2,1,6720,1,0,1948,98118,47.5474,-122.291,66
83,1523059105,2015-01-28,356000.0,3,1,8712,1,0,1964,98059,47.4811,-122.149,51
84,1133000671,2014-06-02,315000.0,3,1,6634,1,0,1952,98125,47.7264,-122.31,62
85,4232902595,2014-11-14,940000.0,3,1,3600,2,0,1925,98119,47.6337,-122.365,89
86,2599001200,2014-11-03,305000.0,5,2,8400,1,0,1961,98092,47.2909,-122.189,53
87,3342103156,2014-06-18,461000.0,3,3,6278,2,0,2006,98056,47.5228,-122.199,8
88,1332700270,2014-05-19,215000.0,2,2,2040,2,0,1979,98056,47.518,-122.194,35
89,3869900162,2014-09-04,335000.0,2,1,1066,2,0,2006,98136,47.5394,-122.387,8
90,2791500270,2014-05-22,243500.0,4,2,7403,2,0,1988,98023,47.2897,-122.372,26
91,5036300431,2015-03-11,1099880.0,5,2,6353,2,0,2001,98199,47.6506,-122.391,14
92,4168000060,2015-02-26,153000.0,3,1,10500,1,0,1962,98023,47.322,-122.351,53
93,6021501535,2014-07-25,430000.0,3,1,5000,1,0,1939,98117,47.687,-122.386,75
94,6021501535,2014-12-23,700000.0,3,1,5000,1,0,1939,98117,47.687,-122.386,75
95,1483300570,2014-09-08,905000.0,4,2,10250,1,0,1946,98040,47.5873,-122.249,68
96,3422049190,2015-03-30,247500.0,3,1,15681,1,0,1967,98032,47.3576,-122.277,48
97,1099611230,2014-09-12,199000.0,4,1,6400,1,0,1975,98023,47.3036,-122.378,39
98,722079104,2014-07-11,314000.0,3,1,41800,1,0,1980,98038,47.4109,-121.958,34
99,7338200240,2014-05-16,437500.0,3,2,36847,2,0,1992,98045,47.4838,-121.714,22
100,1952200240,2014-06-11,850830.0,3,2,13241,1,0,1910,98102,47.6415,-122.315,104
101,5200100125,2014-10-27,555000.0,3,2,3478,1,0,1929,98117,47.6775,-122.372,85
102,7214720075,2014-12-12,699950.0,3,2,107593,2,0,1983,98077,47.7731,-122.08,31
103,2450000295,2014-10-07,1088000.0,3,2,8113,2,0,1950,98004,47.5814,-122.196,64
104,6197800045,2014-09-24,290000.0,3,1,33919,1,0,1954,98058,47.4375,-122.184,60
105,1328310370,2015-04-02,375000.0,3,2,10005,1,0,1978,98058,47.4431,-122.133,37
106,546000875,2014-05-23,460000.0,3,1,4005,1,0,1939,98117,47.6878,-122.38,75
107,3530510041,2014-07-23,188500.0,2,1,2493,1,0,1985,98198,47.3813,-122.322,29
108,1853000400,2015-03-05,680000.0,4,2,28037,2,0,1991,98077,47.7304,-122.082,24
109,3134100116,2014-08-27,470000.0,5,1,12342,2,0,1942,98052,47.6417,-122.109,72
110,9545230140,2014-07-25,597750.0,4,2,9624,2,0,1984,98027,47.5386,-122.053,30
111,3362400511,2015-03-04,570000.0,3,1,3328,1,0,1905,98103,47.6823,-122.349,110
112,2525310310,2014-09-16,272500.0,3,1,12600,1,0,1980,98038,47.3624,-122.031,34
113,6126500060,2014-11-24,329950.0,3,1,5969,1,0,1971,98108,47.5474,-122.295,43
114,8961960160,2014-10-28,480000.0,4,2,16171,2,0,2001,98001,47.3183,-122.253,13
115,3626039325,2014-11-21,740500.0,3,3,6350,2,0,1900,98117,47.6981,-122.368,114
116,3362400431,2014-06-26,518500.0,3,3,1102,3,0,2010,98103,47.6824,-122.347,4
117,4060000240,2014-06-23,205425.0,2,1,6780,1,0,1945,98178,47.5009,-122.248,69
118,3454800060,2015-01-08,171800.0,4,2,9600,1,0,1950,98168,47.4965,-122.303,65
119,1695900060,2015-05-11,535000.0,4,1,2982,1,0,1925,98144,47.587,-122.294,90
120,7278700070,2015-01-02,660000.0,3,2,6474,1,0,1964,98177,47.7728,-122.386,51
121,6675500070,2014-11-19,391500.0,3,2,9132,1,0,1987,98034,47.7288,-122.226,27
122,3626039187,2015-04-06,395000.0,2,1,6000,1,0,1953,98117,47.6999,-122.364,62
123,3524049083,2014-11-04,445000.0,4,1,4400,1,0,1924,98118,47.5299,-122.266,90
124,3275860240,2014-06-18,770000.0,3,2,10204,2,0,1990,98052,47.6897,-122.098,24
125,4389200955,2015-03-02,1450000.0,4,2,17789,1,0,1914,98004,47.6141,-122.212,101
126,4058801670,2014-07-17,445000.0,3,2,8201,1,0,1967,98178,47.5091,-122.244,47
127,8732020310,2014-07-17,260000.0,4,2,8811,1,0,1978,98023,47.3129,-122.39,36
128,2331300505,2014-06-13,822500.0,5,3,4960,2,0,1926,98103,47.6763,-122.352,88
129,7853210060,2015-04-06,430000.0,4,2,4310,2,0,2004,98065,47.5319,-121.85,11
130,3668000070,2015-01-05,212000.0,3,1,7875,1,0,1986,98092,47.2761,-122.152,29
131,9545240070,2015-04-28,660500.0,4,2,9603,1,0,1986,98027,47.5343,-122.054,29
132,1243100136,2014-06-12,784000.0,3,3,111078,1,0,1989,98052,47.697,-122.072,25
133,8929000270,2014-05-12,453246.0,3,2,2287,2,0,2014,98029,47.5517,-121.998,0
134,2767602356,2015-01-26,675000.0,4,3,2278,3,0,2005,98107,47.6734,-122.38,10
135,921049315,2014-08-13,199000.0,3,1,17390,1,0,1956,98003,47.3257,-122.296,58
136,3655000070,2014-08-05,220000.0,4,1,7840,1,0,1968,98003,47.3309,-122.299,46
137,4027700812,2014-05-29,452000.0,4,2,10002,1,0,1968,98028,47.7689,-122.266,46
138,3992700335,2014-07-07,382500.0,2,1,4440,1,0,1981,98125,47.7135,-122.287,33
139,2767603505,2014-05-07,519950.0,3,2,1249,3,0,2014,98107,47.6722,-122.381,0
140,4232901525,2014-06-27,665000.0,2,1,3200,1,0,1925,98119,47.6338,-122.358,89
141,1777500060,2014-07-08,527700.0,5,2,9375,1,0,1968,98006,47.5707,-122.128,46
142,1432900240,2015-05-08,205000.0,3,1,8579,1,0,1962,98058,47.4563,-122.171,53
143,6140100875,2015-04-15,420000.0,3,1,8097,1,0,1923,98133,47.7144,-122.351,92
144,6071600370,2015-02-27,500000.0,4,2,8517,1,0,1961,98006,47.5495,-122.174,54
145,1526069017,2014-12-03,921500.0,4,2,315374,2,0,1994,98077,47.7421,-122.026,20
146,809001525,2014-06-25,890000.0,4,1,4000,2,0,1905,98109,47.6354,-122.353,109
147,3224079105,2014-08-06,430000.0,2,2,60984,2,0,2007,98027,47.5262,-121.943,7
148,8075400570,2014-10-30,258000.0,5,2,12500,1,0,1960,98032,47.3887,-122.286,54
149,1994200024,2014-11-04,511000.0,3,1,3455,1,0,1947,98103,47.6873,-122.336,67
150,3362900810,2014-08-20,532170.0,3,2,3090,2,0,1990,98103,47.6838,-122.353,24
151,1324300398,2015-04-09,560000.0,3,1,5000,1,0,1947,98107,47.655,-122.359,68
152,537000445,2015-03-31,282950.0,3,1,8200,1,0,1954,98003,47.3255,-122.304,61
153,7855801670,2015-04-01,2250000.0,4,3,19850,2,0,2006,98006,47.562,-122.162,9
154,7920100045,2014-05-16,350000.0,1,1,5100,1,0,1942,98115,47.679,-122.3,72
155,8960000030,2014-07-28,215000.0,3,1,7669,1,0,1967,98058,47.4479,-122.176,47
156,6388930390,2014-11-20,650000.0,5,3,25245,2,0,1996,98056,47.525,-122.172,18
157,8731900200,2014-08-07,320000.0,4,2,7500,1,0,1967,98023,47.3135,-122.369,47
158,8029200135,2014-11-13,247000.0,3,2,7198,1,0,1916,98022,47.2086,-121.996,98
159,1081200350,2014-10-03,320000.0,4,1,11180,1,0,1968,98059,47.4715,-122.118,46
160,84000105,2014-05-07,255000.0,5,2,8632,1,0,1962,98146,47.4877,-122.335,52
161,3756500060,2015-03-09,438000.0,3,1,9660,1,0,1962,98034,47.7171,-122.193,53
162,7215720160,2015-03-04,900000.0,3,2,16603,2,0,2000,98075,47.6012,-122.023,15
163,3574800520,2014-06-20,441000.0,3,2,7280,1,0,1979,98034,47.7319,-122.224,35
164,2617300160,2014-08-12,420000.0,3,2,38332,1,0,1975,98027,47.4582,-122.023,39
165,2558660270,2014-12-08,370000.0,3,1,7000,1,0,1976,98034,47.7209,-122.168,38
166,2009000370,2015-02-19,269950.0,2,1,7250,1,0,1949,98198,47.408,-122.327,66
167,1836980160,2015-03-24,807100.0,4,2,4499,2,0,1999,98006,47.565,-122.125,16
168,3261020370,2014-06-05,653000.0,3,2,9750,1,0,1979,98034,47.7028,-122.231,35
169,1755700060,2014-06-11,371500.0,3,2,8336,1,0,1964,98133,47.7458,-122.331,50
170,4330600435,2015-03-16,284000.0,3,1,21000,1,0,1954,98166,47.4776,-122.337,61
171,9542800700,2015-01-02,272000.0,3,1,7140,1,0,1978,98023,47.3026,-122.374,37
172,1999700045,2014-05-02,313000.0,3,1,7912,1,0,1955,98133,47.7658,-122.339,59
173,1762600070,2015-01-16,917500.0,4,2,35003,2,0,1984,98033,47.6477,-122.182,31
174,1687900520,2014-09-29,673000.0,4,2,8190,2,0,1980,98006,47.5619,-122.125,34
175,7234600798,2015-02-10,425000.0,3,2,1100,2,0,2008,98122,47.6106,-122.31,7
176,3881900445,2014-07-09,399950.0,5,2,5400,1,0,1986,98144,47.5868,-122.308,28
177,2254502445,2014-05-30,385000.0,3,1,4800,1,0,1901,98122,47.6101,-122.307,113
178,5437810320,2014-11-17,269950.0,3,1,7560,1,0,1975,98022,47.1976,-121.999,39
179,9158100075,2015-01-07,330000.0,2,1,8220,1,0,1949,98177,47.7224,-122.358,66
180,3830630310,2014-07-25,260000.0,3,2,5797,2,0,1988,98030,47.3505,-122.179,26
181,8123100045,2015-04-14,470000.0,4,3,5125,1,0,1925,98126,47.5384,-122.376,90
182,3127200041,2014-06-13,589000.0,4,3,9600,2,0,1961,98034,47.7044,-122.2,53
183,6661200320,2014-07-23,163500.0,2,1,3419,2,0,1996,98038,47.3848,-122.039,18
184,11510310,2014-09-05,835000.0,4,2,13412,2,0,1993,98052,47.6993,-122.102,21
185,825059270,2014-11-21,1095000.0,5,3,12850,1,0,1986,98033,47.6627,-122.188,28
186,8731951370,2015-04-15,269000.0,4,1,10000,1,0,1969,98023,47.3099,-122.379,46
187,1954440060,2014-05-05,560000.0,3,2,8744,2,0,1987,98074,47.62,-122.043,27
188,2264500350,2015-04-18,615000.0,4,1,2400,1,0,1901,98103,47.65,-122.34,114
189,1115810060,2014-12-05,585188.0,3,2,10026,1,0,1975,98052,47.6647,-122.153,39
190,9477200200,2014-08-18,305000.0,3,1,9480,1,0,1977,98034,47.726,-122.191,37
191,1432600560,2014-11-05,166950.0,3,1,8820,1,0,1959,98058,47.4616,-122.184,55
192,2287000060,2014-09-12,799000.0,3,2,9897,1,0,1959,98040,47.5505,-122.219,55
193,3663500060,2014-06-25,400000.0,3,2,7508,1,0,1962,98133,47.7606,-122.336,52
194,3996900125,2014-12-01,230000.0,3,1,10228,1,0,1948,98155,47.7481,-122.3,66
195,7796450200,2014-05-15,256883.0,3,2,5025,2,0,2003,98023,47.2779,-122.347,11
196,7549802535,2014-11-11,423000.0,4,2,6480,1,0,1920,98108,47.5511,-122.312,94
197,3278600320,2014-07-23,465000.0,3,2,4084,2,0,2007,98126,47.5488,-122.372,7
198,2824079053,2015-01-13,440000.0,3,2,66211,2,0,1997,98024,47.5385,-121.911,18
199,1222069094,2014-10-14,385000.0,3,1,155073,1,0,1969,98038,47.4058,-121.994,45
200,3542300060,2015-03-11,210000.0,3,1,11725,1,0,1943,98056,47.5093,-122.184,72
201,2222059065,2014-11-12,297000.0,3,2,14952,2,0,1994,98042,47.3777,-122.165,20
202,7551300060,2014-07-16,470000.0,3,1,5000,1,0,1952,98107,47.675,-122.394,62
203,100600550,2014-08-04,226500.0,3,1,7370,1,0,1976,98023,47.3025,-122.37,38
204,3211100860,2015-03-03,274250.0,3,1,8450,1,0,1962,98059,47.4787,-122.158,53
205,3456000310,2014-08-04,840000.0,4,1,11010,1,0,1966,98040,47.5378,-122.219,48
206,9526600140,2014-09-19,677900.0,3,2,4587,2,0,2010,98052,47.7073,-122.114,4
207,7465900060,2015-02-05,425000.0,3,1,5864,1,0,1915,98116,47.5733,-122.381,100
209,6300000550,2014-07-17,464000.0,6,3,3404,2,0,1920,98133,47.7067,-122.343,94
210,2310030510,2015-04-22,320000.0,4,2,7579,2,0,1993,98038,47.354,-122.047,22
211,1025049114,2014-07-17,625504.0,3,2,1566,2,0,2014,98105,47.6647,-122.284,0
212,8677300550,2014-05-15,592500.0,4,2,12032,1,0,1983,98074,47.6143,-122.017,31
213,4014400292,2015-01-14,465000.0,3,2,17936,2,0,2005,98001,47.3185,-122.275,10
214,1102000196,2014-05-27,477000.0,4,2,6270,2,0,1978,98118,47.5458,-122.268,36
215,257000138,2015-01-15,280000.0,2,1,16400,1,0,1923,98168,47.4889,-122.299,92
216,46100204,2015-02-21,1505000.0,5,3,33474,1,0,1957,98040,47.5673,-122.21,58
217,1909600046,2014-07-03,445838.0,3,2,5692,2,0,2000,98146,47.5133,-122.379,14
218,1250202145,2014-08-28,1072000.0,2,2,14864,1,0,1947,98144,47.5884,-122.291,67
219,7611200125,2014-10-23,467000.0,2,1,10800,1,0,1947,98177,47.7145,-122.367,67
220,5611500140,2014-08-22,686000.0,4,2,6440,2,0,1999,98075,47.5836,-122.026,15
221,7138000260,2014-06-05,279950.0,3,2,9750,1,0,1961,98198,47.398,-122.299,53
222,626059335,2014-09-04,527000.0,4,2,19436,2,0,1987,98011,47.7663,-122.215,27
223,1922059282,2014-09-18,325000.0,3,2,16020,1,0,1966,98030,47.3758,-122.217,48
224,705700390,2014-09-03,328000.0,3,2,8379,2,0,1994,98038,47.3828,-122.023,20
225,7454001200,2014-06-04,390000.0,3,2,7500,1,0,1942,98146,47.5123,-122.373,72
226,8682281200,2015-03-09,479950.0,2,2,6516,1,0,2005,98053,47.7076,-122.013,10
227,7972000200,2014-05-29,264950.0,4,2,9753,1,0,1978,98023,47.2922,-122.371,36
228,722059070,2015-01-15,235000.0,3,1,15246,1,0,1961,98031,47.4075,-122.214,54
229,7202340400,2015-03-03,516500.0,3,2,4729,2,0,2004,98053,47.6794,-122.034,11
230,8096000060,2015-04-13,655000.0,2,1,15798,2,1,1915,98166,47.4497,-122.375,100
231,2424000060,2014-06-16,500000.0,4,2,15347,1,0,1960,98059,47.5218,-122.164,54
232,9264902050,2014-11-21,315000.0,6,2,7350,1,0,1978,98023,47.3103,-122.339,36
233,943100260,2014-11-20,213000.0,2,1,10200,1,0,1961,98024,47.5687,-121.899,53
234,3677400445,2014-09-02,475000.0,3,1,5280,1,0,1947,98108,47.5575,-122.303,67
235,1762600320,2014-06-10,1025000.0,5,4,28040,2,0,1983,98033,47.6489,-122.183,31
236,4058000060,2015-04-09,416000.0,3,2,94300,1,0,1976,98010,47.3459,-121.95,39
237,7228500560,2015-03-20,410000.0,4,1,4740,1,0,1904,98122,47.6136,-122.303,111
238,326069104,2014-07-01,800000.0,3,3,221284,2,0,1993,98077,47.7641,-122.023,21
239,5152100060,2014-05-29,472000.0,6,2,14034,1,0,1965,98003,47.3376,-122.324,49
240,3584000310,2014-12-08,225000.0,3,1,8505,1,0,1968,98003,47.3173,-122.319,46
241,8150100045,2014-10-01,210000.0,2,1,6000,1,0,1940,98126,47.5308,-122.376,74
242,1868901275,2015-01-27,455000.0,2,1,5000,1,0,1925,98115,47.6727,-122.299,90
243,6131600075,2015-04-27,225000.0,3,1,8316,1,0,1954,98002,47.3221,-122.216,61
244,9468200125,2014-08-26,480000.0,2,1,3060,1,0,1918,98103,47.6779,-122.353,96
245,8029510030,2015-02-12,363000.0,3,2,11872,2,0,1990,98023,47.3076,-122.395,25
246,2025069065,2014-09-29,2400000.0,4,2,8354,1,1,2000,98074,47.6338,-122.072,14
247,7899800890,2015-02-26,181000.0,2,1,5120,1,0,1954,98106,47.5218,-122.357,61
248,3021059276,2015-03-14,250000.0,4,2,7312,1,0,1976,98002,47.2785,-122.213,39
249,3797001895,2015-04-22,481000.0,3,1,3000,1,0,1918,98103,47.6846,-122.345,97
250,3832710960,2014-09-23,260000.0,3,2,7209,1,0,1978,98032,47.3656,-122.278,36
251,1310430400,2014-05-13,455000.0,4,2,7685,2,0,2001,98058,47.4369,-122.111,13
252,1422300030,2015-04-01,415000.0,3,2,36224,2,0,1991,98045,47.4616,-121.711,24
253,1105000588,2015-04-21,349500.0,3,1,3538,1,0,1953,98118,47.5405,-122.27,62
254,3830630060,2014-09-29,245000.0,3,2,7442,2,0,1987,98030,47.3507,-122.178,27
255,5101404898,2014-05-19,592500.0,2,2,9191,1,0,1928,98115,47.6979,-122.32,86
256,7972601890,2014-10-20,385000.0,4,1,7620,1,0,1955,98106,47.5278,-122.345,59
257,5127001620,2015-02-11,315000.0,3,1,11455,1,0,1974,98059,47.4756,-122.147,41
258,9407100800,2014-11-24,255000.0,3,1,10170,1,0,1979,98045,47.4437,-121.772,35
259,1873100060,2014-08-29,693000.0,4,2,4425,2,0,2006,98052,47.7048,-122.109,8
260,8722101360,2014-12-02,780000.0,3,1,4400,1,0,1911,98112,47.6362,-122.302,103
261,8644000060,2014-10-24,237000.0,3,1,8470,1,0,1960,98198,47.4207,-122.29,54
262,3325069129,2014-12-16,525000.0,3,2,40510,2,0,1979,98074,47.6154,-122.047,35
263,1400300055,2015-04-28,425000.0,2,1,5040,1,0,1930,98144,47.5964,-122.299,85
265,8078560140,2014-05-19,290000.0,4,2,7280,2,0,1988,98031,47.4045,-122.171,26
266,3438500192,2014-09-29,285000.0,3,1,10701,1,0,1954,98106,47.5544,-122.358,60
267,7974200510,2014-08-14,415000.0,2,1,4500,1,0,1937,98115,47.6802,-122.29,77
268,2557000400,2015-04-09,272500.0,3,2,9900,1,0,1979,98023,47.2988,-122.371,36
269,7960900060,2015-05-04,2900000.0,4,3,20100,1,0,1982,98004,47.6312,-122.223,33
270,4054500390,2014-10-07,1365000.0,4,4,57346,2,0,1989,98077,47.7285,-122.042,25
271,6378500125,2015-05-01,436000.0,2,1,7538,1,0,1939,98133,47.7107,-122.352,76
272,1745100140,2014-10-17,210000.0,3,1,11390,1,0,1967,98003,47.3271,-122.323,47
273,2976800796,2014-09-25,236000.0,3,1,5898,1,0,1961,98178,47.5053,-122.255,53
274,4235400186,2014-11-24,331000.0,3,1,1306,1,0,1954,98199,47.6601,-122.4,60
275,4215100060,2015-03-20,365000.0,3,2,4510,2,0,2006,98031,47.4145,-122.166,9
276,9189700045,2015-01-27,450000.0,3,2,16258,1,0,1960,98058,47.4672,-122.165,55
277,1126049053,2014-11-13,770000.0,4,2,26300,2,0,2014,98028,47.7618,-122.261,0
278,2022069200,2015-05-05,455000.0,4,2,49375,1,0,1997,98038,47.3828,-122.071,18
279,9412900055,2015-05-05,405000.0,3,1,6000,1,0,1908,98118,47.5362,-122.268,107
280,1722059235,2014-07-03,304900.0,4,1,11325,1,0,1969,98031,47.3954,-122.206,45
281,6874200960,2015-02-27,170000.0,2,1,5265,1,0,1931,98178,47.5048,-122.272,84
282,7424700045,2015-05-13,2050000.0,5,3,8480,2,0,1905,98122,47.6166,-122.287,110
283,7202360350,2014-06-30,780000.0,4,2,7048,2,0,2005,98053,47.6811,-122.025,9
284,5634500392,2015-04-10,330000.0,3,3,13959,1,0,1988,98028,47.7486,-122.23,27
285,1509500060,2014-09-05,370000.0,4,2,8666,2,0,1992,98030,47.3846,-122.169,22
286,7214810350,2014-10-17,467000.0,5,2,13500,1,0,1979,98072,47.7564,-122.144,35
287,6647200060,2015-02-09,405000.0,3,1,6720,1,0,1980,98034,47.7198,-122.193,35
288,9552700140,2014-07-02,675000.0,5,2,10300,1,0,1985,98006,47.5461,-122.151,29
289,2200500350,2014-08-12,500000.0,2,1,14100,1,0,1954,98006,47.5712,-122.143,60
290,6113400046,2014-07-23,389999.0,4,2,15770,2,0,1968,98166,47.4281,-122.343,46
291,6619910140,2015-02-24,630000.0,4,1,9025,1,0,1975,98034,47.7128,-122.223,40
